Age,Gender,Salary,JobRole,JobSatisfaction,WorkLifeBalance,YearsAtCompany,Overtime,DistanceFromHome,EducationLevel,PerformanceRating,MaritalStatus,Attrition
50,Male,49014,HR,4,3,20,No,37,1,2,Single,No
30,Female,105308,HR,1,1,9,No,29,1,4,Single,Yes
24,Female,71389,Engineer,1,1,16,Yes,31,2,2,Single,Yes
46,Male,43161,Sales,3,2,26,Yes,39,1,4,Divorced,Yes
55,Female,32490,Sales,2,4,2,No,12,5,3,Single,No
33,Male,49502,Manager,2,3,27,Yes,30,1,3,Divorced,Yes
30,Male,60757,Manager,2,1,28,No,4,1,4,Divorced,Yes
36,Male,66111,Sales,4,4,1,Yes,30,1,2,Divorced,Yes
46,Male,108245,Engineer,4,3,28,No,5,5,2,Single,No
26,Male,83645,Sales,3,1,16,Yes,16,3,1,Single,Yes
32,Male,84055,Manager,2,4,3,No,27,4,3,Divorced,No
55,Male,33998,Sales,3,2,1,Yes,4,1,3,Divorced,Yes
45,Male,53906,Manager,2,1,4,Yes,8,2,4,Divorced,Yes
36,Female,95192,Sales,1,4,9,No,8,2,1,Married,Yes
59,Female,75477,Technician,5,3,0,No,17,5,2,Married,No
29,Male,61901,Manager,5,3,27,Yes,3,3,4,Single,No
26,Female,116271,Engineer,2,2,25,Yes,27,1,2,Married,Yes
47,Female,77021,Technician,3,1,0,No,34,5,2,Divorced,Yes
39,Female,54092,Sales,4,2,26,Yes,21,4,2,Divorced,Yes
27,Female,26242,Manager,2,4,25,Yes,24,3,1,Single,Yes
58,Female,26831,Technician,2,3,3,Yes,29,3,3,Single,Yes
34,Female,75721,Engineer,4,2,6,Yes,39,5,3,Married,Yes
49,Male,53511,Manager,2,1,13,Yes,6,2,2,Divorced,Yes
26,Female,97782,Technician,1,4,13,No,14,3,1,Single,Yes
34,Female,43302,Technician,4,1,17,Yes,14,2,2,Single,No
38,Female,80568,Technician,1,2,1,Yes,37,3,2,Married,Yes
53,Female,28232,HR,5,3,0,No,24,3,4,Single,No
50,Male,76507,Sales,4,3,20,No,13,3,1,Married,No
24,Male,101508,Manager,4,2,21,No,1,4,1,Divorced,No
55,Male,35683,Manager,3,1,15,No,12,2,3,Married,No
48,Male,48664,Manager,3,1,28,No,24,4,3,Single,No
34,Female,58172,Technician,4,1,21,Yes,37,2,2,Married,Yes
54,Male,108641,Sales,5,1,17,Yes,20,4,4,Married,Yes
27,Male,89340,Engineer,2,3,15,Yes,6,4,4,Divorced,Yes
45,Male,112236,Manager,3,1,27,No,12,4,4,Married,No
40,Male,36017,Sales,5,2,27,No,21,5,2,Single,No
37,Female,61613,Sales,5,2,22,No,3,4,3,Single,No
49,Male,111130,HR,3,2,21,Yes,27,3,1,Divorced,Yes
54,Female,101920,Manager,2,2,23,Yes,36,1,2,Divorced,Yes
34,Male,55348,Technician,3,1,5,Yes,17,4,4,Divorced,Yes
46,Female,41448,Sales,5,3,24,Yes,15,1,4,Single,No
57,Female,34491,Sales,1,4,9,Yes,39,1,2,Married,Yes
48,Male,103648,Engineer,3,1,1,Yes,4,3,4,Single,Yes
59,Male,83759,HR,5,4,6,No,17,1,1,Single,No
28,Male,69553,Sales,3,3,20,Yes,38,1,2,Divorced,No
26,Male,25968,Sales,5,1,16,Yes,11,1,1,Divorced,Yes
52,Female,25368,Technician,2,4,2,Yes,12,2,3,Married,Yes
44,Female,98960,Technician,5,3,19,Yes,32,4,4,Married,No
31,Male,60010,Engineer,4,4,11,Yes,27,4,4,Married,No
53,Male,79154,Engineer,1,2,1,No,27,1,3,Married,Yes
51,Female,60851,Engineer,5,2,6,Yes,29,3,3,Single,Yes
52,Male,50496,Technician,3,3,16,Yes,9,2,3,Married,No
39,Female,55936,Technician,3,3,18,No,3,3,4,Single,No
57,Male,103858,HR,5,4,11,No,39,3,3,Single,No
23,Female,92005,Manager,4,3,8,Yes,29,1,2,Married,No
35,Female,62493,Manager,5,2,26,Yes,21,5,3,Married,Yes
34,Female,94795,HR,2,2,13,Yes,35,1,2,Single,Yes
50,Female,61390,Manager,4,1,1,Yes,10,5,2,Divorced,Yes
33,Female,35292,Technician,5,4,20,Yes,23,2,1,Married,Yes
23,Male,117377,Manager,1,3,3,No,39,5,2,Divorced,No
53,Female,53365,Technician,4,3,27,No,25,1,2,Single,No
34,Male,42207,HR,5,3,18,Yes,24,1,3,Divorced,No
48,Female,47912,Engineer,1,4,20,Yes,20,3,4,Single,Yes
38,Female,105771,HR,5,2,15,No,15,1,3,Divorced,No
52,Male,81572,Manager,2,3,21,No,21,1,1,Divorced,Yes
55,Male,44276,Technician,3,3,16,Yes,12,4,1,Divorced,Yes
45,Male,30534,Manager,5,2,1,Yes,18,4,4,Single,Yes
56,Male,117005,Manager,4,3,16,Yes,23,3,2,Single,No
27,Female,60670,Engineer,5,1,18,Yes,29,5,1,Single,Yes
40,Male,87147,Manager,5,2,7,Yes,36,5,4,Married,Yes
51,Female,61486,Engineer,5,2,23,Yes,5,4,3,Single,Yes
28,Male,90557,Technician,5,2,19,No,39,2,3,Married,No
31,Male,59268,Technician,4,1,5,No,26,4,3,Single,No
53,Female,106335,Engineer,4,2,11,No,39,2,2,Married,No
55,Female,51336,HR,5,4,24,No,11,5,2,Divorced,No
49,Male,28641,Technician,3,4,29,Yes,11,4,4,Divorced,No
36,Female,112132,HR,5,4,22,No,18,1,1,Single,No
51,Female,57959,Technician,4,2,17,No,12,2,3,Married,No
58,Female,38306,Technician,2,2,26,Yes,16,2,2,Divorced,Yes
50,Female,71182,Sales,5,2,1,No,27,2,2,Divorced,Yes
43,Female,99123,Manager,5,1,18,Yes,36,5,1,Married,Yes
25,Female,81326,Manager,5,4,23,Yes,17,3,3,Single,No
41,Female,46498,HR,5,3,9,No,21,1,3,Divorced,No
53,Female,95198,Manager,1,3,24,No,37,4,1,Single,Yes
57,Male,52197,HR,5,2,28,No,31,2,4,Single,No
25,Female,45719,Technician,4,1,29,Yes,35,5,4,Married,Yes
48,Male,115201,Sales,4,2,2,No,27,2,1,Married,No
38,Female,50032,Sales,1,3,24,Yes,23,4,1,Divorced,Yes
33,Female,84624,Technician,5,4,27,No,32,1,4,Married,No
43,Female,103177,Engineer,3,3,11,Yes,17,2,1,Divorced,No
38,Female,66964,Engineer,5,4,25,No,11,5,3,Divorced,No
31,Male,55028,Manager,4,4,15,No,1,5,4,Divorced,No
22,Male,79646,HR,2,1,11,Yes,28,3,4,Single,Yes
43,Female,106187,Sales,2,3,7,No,18,5,4,Single,No
47,Male,33536,Manager,3,2,4,No,20,3,3,Married,No
39,Female,81747,Technician,5,1,10,Yes,7,1,1,Married,Yes
35,Female,70712,Sales,1,4,9,No,37,4,2,Divorced,No
50,Male,31273,HR,5,3,2,No,16,3,2,Divorced,No
33,Male,96820,HR,3,2,26,Yes,39,2,3,Single,No
57,Female,116228,Engineer,3,1,22,No,23,2,3,Single,No
56,Female,99353,Manager,3,2,8,Yes,32,4,1,Divorced,Yes
33,Male,119491,Technician,2,3,11,No,17,5,2,Divorced,No
28,Female,117091,Sales,5,2,5,No,19,2,4,Married,No
50,Male,110914,HR,5,1,18,Yes,34,3,3,Divorced,Yes
32,Female,75830,Sales,1,2,15,No,14,4,2,Divorced,Yes
54,Female,42127,Technician,3,3,20,Yes,3,2,4,Divorced,No
27,Male,108488,Sales,3,1,22,Yes,39,5,4,Single,Yes
36,Male,36539,Manager,4,4,23,No,25,5,1,Single,No
53,Male,71761,Engineer,4,1,28,Yes,11,2,3,Married,No
32,Female,71219,Sales,2,3,13,No,15,4,4,Married,No
44,Female,39692,Engineer,5,2,27,Yes,19,1,3,Married,Yes
47,Female,108656,Technician,1,4,3,No,15,2,2,Divorced,No
55,Female,38334,Engineer,1,4,17,No,15,5,2,Divorced,No
55,Male,53615,Sales,3,2,9,Yes,38,1,3,Single,No
50,Female,32903,Sales,1,3,17,No,15,4,4,Divorced,No
25,Female,53527,HR,3,1,11,No,9,5,4,Divorced,No
38,Female,40629,Sales,5,3,18,No,5,4,2,Single,No
56,Male,83008,Engineer,1,4,7,Yes,19,2,4,Married,Yes
34,Female,108276,HR,3,1,0,No,24,4,4,Divorced,Yes
36,Female,51708,Sales,5,1,13,No,29,5,2,Single,No
50,Male,35860,Sales,5,2,22,Yes,5,2,1,Single,Yes
50,Female,42438,Technician,3,3,5,No,22,5,2,Married,No
32,Female,92300,HR,3,1,13,Yes,13,5,3,Single,Yes
53,Male,96545,Technician,2,2,1,Yes,29,1,1,Married,Yes
23,Female,45842,Technician,5,3,8,No,16,3,3,Married,No
35,Female,85213,Technician,3,4,28,Yes,36,4,1,Married,Yes
41,Female,67372,Manager,5,4,11,No,17,4,1,Married,No
43,Male,93906,Technician,1,3,4,No,20,1,2,Married,No
32,Female,63744,Engineer,4,1,1,No,14,4,2,Single,Yes
48,Female,82442,Sales,4,1,18,Yes,6,1,3,Divorced,Yes
24,Male,110990,Manager,3,4,6,Yes,22,4,2,Married,No
38,Male,28650,Technician,3,4,6,No,9,4,1,Married,No
49,Female,70117,Sales,5,1,9,No,32,5,2,Divorced,No
50,Female,116244,HR,3,3,16,Yes,24,1,3,Divorced,No
42,Female,77772,HR,5,4,25,No,33,4,1,Married,No
37,Female,28190,Sales,3,1,13,Yes,13,3,3,Divorced,Yes
58,Male,73113,Engineer,5,3,26,Yes,35,1,4,Married,No
41,Female,33789,Sales,3,2,10,No,6,1,2,Single,No
27,Male,57125,Sales,2,3,27,No,30,1,1,Divorced,Yes
40,Male,42459,Manager,5,1,19,No,38,5,3,Divorced,No
26,Female,60418,HR,2,3,5,Yes,16,1,2,Single,Yes
24,Female,72085,HR,2,1,7,Yes,1,5,2,Divorced,Yes
22,Male,43768,Technician,2,4,18,Yes,18,3,3,Single,Yes
59,Male,74961,Sales,2,2,29,Yes,22,2,1,Married,Yes
36,Female,106099,Sales,1,4,18,No,26,5,3,Divorced,No
55,Male,52885,Engineer,4,4,23,Yes,14,4,2,Divorced,No
56,Female,112421,HR,1,1,23,No,37,1,3,Single,Yes
46,Female,86082,Engineer,3,1,23,Yes,14,2,4,Married,Yes
45,Male,31895,Manager,3,1,16,Yes,26,5,2,Married,No
33,Male,75311,Technician,4,1,23,No,36,4,1,Single,Yes
39,Female,114494,Engineer,4,4,23,Yes,23,2,4,Divorced,No
36,Male,92067,HR,4,1,17,No,2,3,3,Divorced,No
37,Female,96017,Manager,2,1,11,Yes,39,5,1,Single,Yes
48,Female,48932,Sales,1,4,8,No,7,5,4,Single,No
29,Female,46360,Manager,3,2,22,Yes,39,3,3,Single,Yes
46,Male,79847,Engineer,1,2,23,Yes,22,5,4,Divorced,Yes
38,Female,115365,HR,1,3,15,No,28,1,2,Single,No
50,Female,110468,Engineer,1,4,17,No,38,5,1,Married,Yes
29,Female,63931,Sales,4,1,15,No,20,1,4,Single,No
36,Female,80823,Sales,4,3,15,Yes,18,5,2,Married,No
48,Female,63032,HR,3,2,3,Yes,24,4,3,Married,Yes
28,Female,106426,Technician,3,2,22,Yes,33,4,2,Single,Yes
24,Female,43807,Manager,3,4,21,Yes,26,2,3,Married,No
50,Female,36767,Manager,1,1,6,Yes,19,4,1,Divorced,Yes
45,Female,33071,Sales,4,1,0,Yes,13,3,2,Single,Yes
24,Female,78413,Engineer,2,3,23,No,10,2,2,Divorced,No
41,Female,51149,Engineer,1,2,28,Yes,14,4,3,Divorced,Yes
36,Male,40540,Technician,5,3,22,Yes,9,1,4,Married,No
46,Female,95248,Engineer,1,3,28,No,11,5,3,Divorced,No
51,Female,116737,Manager,4,3,19,No,3,4,4,Divorced,No
35,Female,110435,Engineer,5,1,0,No,12,1,3,Single,Yes
28,Male,44787,Technician,1,2,7,No,35,2,1,Single,Yes
38,Female,45982,Manager,4,3,25,No,39,5,4,Divorced,No
41,Male,47606,Engineer,4,2,22,Yes,39,4,2,Married,Yes
57,Female,35150,Manager,2,2,7,Yes,32,2,4,Married,Yes
30,Female,110929,Sales,1,3,9,No,39,4,3,Single,No
59,Male,71936,Sales,4,3,0,No,14,2,3,Single,No
43,Female,118286,Sales,3,4,20,Yes,1,4,4,Single,No
23,Male,33593,Engineer,4,1,24,No,27,1,2,Married,No
45,Male,42358,Technician,2,2,20,Yes,37,3,1,Single,Yes
29,Female,107143,Manager,4,3,28,Yes,1,1,2,Divorced,No
32,Female,62381,HR,1,3,13,No,29,5,4,Married,No
34,Female,115347,Sales,1,2,13,Yes,24,4,3,Divorced,Yes
38,Female,53074,Sales,5,3,9,Yes,17,3,2,Single,No
29,Male,45595,HR,1,4,27,Yes,35,3,3,Married,Yes
42,Male,69194,HR,5,2,18,Yes,31,5,3,Single,No
39,Female,74377,Engineer,3,3,24,No,32,5,2,Married,No
51,Male,51853,Manager,2,2,28,No,19,3,4,Single,Yes
39,Male,98719,Sales,3,3,15,No,31,5,2,Married,No
52,Female,45661,Technician,5,3,8,No,39,5,1,Married,No
59,Male,75493,Engineer,4,1,19,No,20,4,3,Married,No
53,Male,61495,Engineer,4,2,15,Yes,28,1,3,Divorced,Yes
32,Female,38703,Technician,3,1,19,Yes,3,2,4,Single,Yes
46,Male,78080,Technician,4,3,26,Yes,32,3,3,Single,No
54,Female,55815,Technician,5,2,7,Yes,22,2,3,Married,Yes
59,Male,54565,HR,2,2,6,No,15,3,3,Divorced,Yes
29,Female,88321,Sales,1,4,10,No,38,3,2,Married,No
32,Male,83453,HR,5,4,20,Yes,19,1,3,Single,No
43,Male,113478,Sales,5,3,5,No,31,3,2,Single,No
45,Female,58161,HR,1,3,14,Yes,26,3,4,Married,Yes
38,Female,80991,Manager,1,3,18,Yes,5,1,1,Married,Yes
33,Female,34716,Sales,2,3,13,No,20,5,3,Married,No
53,Female,58349,Engineer,2,4,14,No,2,2,1,Single,Yes
36,Male,72098,Sales,2,2,5,No,21,3,2,Married,Yes
37,Male,25132,Sales,4,1,28,Yes,36,1,4,Married,No
43,Male,76990,Sales,5,2,23,No,28,3,4,Single,No
49,Female,93921,Manager,1,2,9,Yes,20,1,2,Married,Yes
41,Male,61538,HR,5,4,13,No,37,2,1,Divorced,No
54,Male,32213,Engineer,5,2,15,Yes,39,4,3,Single,Yes
31,Female,69223,HR,2,2,12,No,36,5,2,Married,Yes
53,Female,116655,HR,2,3,10,Yes,11,4,2,Married,Yes
54,Male,93371,Technician,5,1,24,Yes,3,1,2,Single,Yes
23,Female,93274,Manager,2,2,2,No,37,3,2,Single,Yes
54,Male,29134,Technician,4,2,7,Yes,20,5,2,Divorced,No
54,Male,116428,Manager,1,1,27,No,32,2,4,Married,Yes
34,Female,64601,HR,5,3,2,No,25,5,2,Married,No
51,Male,98889,HR,1,4,1,No,21,3,4,Married,Yes
54,Female,40690,Manager,4,4,20,Yes,16,4,1,Single,No
34,Female,26909,HR,2,2,13,No,1,1,3,Single,Yes
47,Male,116239,HR,3,3,19,Yes,23,4,4,Single,No
43,Male,105032,Engineer,4,4,28,No,24,5,3,Married,No
23,Male,37062,Technician,3,4,20,No,25,3,3,Married,No
59,Female,100386,Technician,1,4,21,Yes,7,1,3,Single,Yes
47,Male,118237,Technician,5,4,14,Yes,38,3,4,Divorced,No
36,Female,59731,Sales,2,4,2,No,39,3,4,Married,No
55,Female,30153,Engineer,4,2,0,Yes,35,5,4,Divorced,Yes
32,Male,35481,Technician,2,4,14,No,14,4,1,Single,Yes
24,Female,91425,Technician,3,2,19,Yes,9,3,4,Married,Yes
27,Male,88600,Engineer,3,1,21,Yes,3,3,1,Divorced,Yes
30,Male,109981,HR,5,1,1,No,38,3,4,Married,Yes
27,Male,96997,Technician,3,3,17,Yes,20,1,4,Divorced,No
30,Male,53205,HR,5,2,0,No,33,3,3,Married,Yes
52,Male,113887,Technician,4,3,8,No,32,3,2,Divorced,No
53,Male,106542,Manager,5,1,2,Yes,36,5,3,Divorced,Yes
33,Male,69149,Sales,3,1,1,No,26,3,4,Single,Yes
29,Female,74112,Technician,1,1,3,Yes,5,3,2,Single,Yes
29,Male,35940,Manager,5,1,15,Yes,30,5,2,Divorced,No
49,Female,84010,Engineer,2,4,21,No,17,1,1,Married,Yes
41,Female,101794,Manager,1,1,0,Yes,6,4,2,Divorced,Yes
28,Female,49485,Engineer,5,4,8,No,15,5,1,Married,No
32,Male,114299,Technician,2,4,24,No,1,1,3,Married,No
41,Female,26067,Engineer,1,3,7,Yes,13,4,1,Married,Yes
37,Female,45607,Manager,5,4,5,Yes,34,3,4,Married,No
25,Male,86597,Sales,4,3,19,No,30,5,2,Single,No
27,Male,99554,HR,2,4,17,No,19,3,4,Divorced,No
43,Female,73521,HR,4,4,15,No,2,5,2,Married,No
47,Male,40187,Sales,3,1,7,Yes,12,4,2,Single,No
24,Male,28985,HR,5,2,22,Yes,24,1,3,Married,Yes
35,Male,68052,Technician,5,4,27,No,11,5,1,Married,No
32,Male,44563,Technician,2,2,29,Yes,2,1,3,Single,Yes
39,Female,72322,Manager,5,2,3,No,1,3,1,Single,No
33,Male,86245,Manager,3,2,2,Yes,28,3,3,Married,No
44,Male,76514,Engineer,5,4,14,No,4,4,3,Divorced,No
33,Male,43608,Manager,1,2,5,No,30,4,2,Single,Yes
34,Female,92262,Technician,4,4,0,No,7,2,3,Divorced,No
46,Female,117118,Manager,3,1,17,No,22,2,3,Married,No
40,Male,96327,HR,3,4,22,No,26,4,1,Married,No
57,Male,82225,Engineer,4,3,10,No,29,3,3,Married,No
29,Female,98994,Engineer,4,1,2,Yes,25,1,2,Married,Yes
50,Male,42221,Technician,3,2,29,No,10,4,3,Married,No
53,Male,73506,Manager,4,2,12,No,20,1,4,Married,No
39,Female,45968,HR,2,3,16,No,14,2,4,Divorced,No
27,Male,107606,Manager,4,1,17,No,33,1,1,Single,Yes
39,Male,52937,Sales,1,3,25,No,5,4,1,Married,Yes
40,Female,87435,Manager,1,2,25,Yes,6,3,4,Single,Yes
43,Female,74508,Technician,2,4,13,No,22,4,3,Divorced,No
58,Male,66831,Manager,4,2,24,No,17,5,3,Married,No
53,Female,67933,Engineer,1,3,6,No,15,5,1,Married,Yes
24,Male,72307,HR,5,4,6,No,39,5,2,Single,No
49,Male,73340,Technician,4,4,13,Yes,28,3,3,Single,No
31,Male,111338,Sales,2,2,25,Yes,2,4,4,Single,Yes
56,Female,68601,HR,4,4,23,No,18,5,2,Married,No
50,Female,100956,HR,3,1,14,No,27,4,2,Single,No
36,Male,97178,Engineer,3,2,11,Yes,21,2,3,Single,Yes
54,Male,110311,Engineer,1,2,11,No,23,5,2,Divorced,Yes
28,Female,53754,Engineer,3,1,7,Yes,7,5,1,Married,Yes
33,Female,68310,Technician,2,2,15,No,19,3,2,Married,Yes
51,Female,94893,Manager,1,3,8,Yes,9,4,1,Married,Yes
42,Male,111799,HR,2,3,1,Yes,12,3,3,Single,Yes
52,Female,73367,Manager,2,2,13,No,30,3,2,Divorced,Yes
45,Female,38201,Manager,3,1,23,No,7,4,4,Single,No
41,Male,27739,Engineer,3,4,23,No,2,2,4,Married,No
58,Male,38231,Manager,2,1,28,No,17,4,1,Single,Yes
25,Male,67495,HR,3,3,15,Yes,11,2,1,Married,Yes
49,Female,46168,HR,3,2,4,Yes,12,3,3,Single,Yes
41,Male,57624,Sales,3,1,4,No,3,2,2,Single,No
45,Male,35635,Technician,4,4,19,Yes,21,2,1,Married,Yes
53,Male,34964,Manager,2,4,29,No,14,2,1,Single,Yes
57,Male,52785,Technician,5,4,20,No,15,5,3,Married,No
55,Female,107797,Technician,2,4,17,No,10,5,2,Single,No
57,Male,109790,Technician,1,1,17,Yes,36,3,2,Single,Yes
23,Female,101928,Technician,3,4,4,No,10,4,1,Single,No
36,Female,37336,HR,3,3,10,Yes,17,2,2,Married,No
55,Female,102475,Manager,5,4,12,No,25,5,2,Single,No
57,Male,52412,Sales,1,3,2,Yes,27,4,2,Single,Yes
27,Female,107212,Technician,4,1,16,Yes,33,2,4,Divorced,Yes
33,Male,100379,Sales,2,3,24,Yes,11,4,2,Divorced,Yes
24,Male,70591,HR,4,1,17,Yes,13,1,4,Married,Yes
39,Male,86750,HR,1,4,13,No,1,2,2,Married,No
42,Female,115648,Engineer,5,2,11,Yes,31,4,2,Married,Yes
36,Male,60454,Technician,1,3,13,Yes,33,2,2,Married,Yes
54,Male,87672,Engineer,5,3,25,No,21,2,1,Single,No
56,Male,52228,Sales,4,2,17,Yes,16,1,1,Single,Yes
47,Female,39429,Manager,4,1,29,No,39,4,4,Married,No
29,Female,109294,Engineer,1,1,19,Yes,23,3,2,Married,Yes
57,Female,92808,HR,1,4,1,No,10,5,4,Divorced,Yes
51,Male,107886,Technician,3,3,6,Yes,33,2,2,Married,No
44,Female,78015,Sales,5,1,14,Yes,22,2,3,Divorced,No
35,Male,113074,HR,3,4,27,Yes,6,2,4,Married,No
35,Male,93936,Manager,2,1,9,Yes,36,2,1,Married,Yes
23,Female,105907,Technician,2,2,14,No,10,5,3,Single,Yes
58,Male,82378,Manager,1,2,16,Yes,16,3,1,Married,Yes
26,Female,62310,Manager,4,2,10,No,13,1,3,Divorced,No
59,Male,108683,Technician,2,4,1,No,20,3,3,Single,Yes
35,Female,93827,Technician,2,3,26,No,4,5,3,Divorced,No
46,Male,60256,Manager,3,2,20,No,20,4,4,Married,No
41,Male,101428,Sales,3,2,17,Yes,22,1,4,Single,Yes
23,Male,63889,Technician,2,1,24,Yes,29,1,1,Divorced,Yes
27,Male,76428,HR,1,2,3,Yes,16,4,4,Married,Yes
38,Male,62207,Engineer,3,3,8,Yes,23,2,1,Divorced,Yes
46,Female,75255,Sales,2,4,26,Yes,30,5,2,Married,Yes
49,Male,116531,Technician,4,2,27,Yes,30,4,1,Divorced,Yes
23,Female,30409,Technician,3,4,16,No,3,3,1,Married,No
56,Female,67438,Sales,2,4,16,No,24,3,4,Divorced,No
58,Female,32869,Engineer,5,3,16,Yes,37,4,1,Single,Yes
26,Male,81862,Manager,3,1,29,Yes,13,5,4,Married,Yes
22,Male,112937,HR,5,1,15,Yes,32,1,1,Married,Yes
33,Male,50958,Technician,3,4,19,No,37,1,2,Divorced,No
57,Female,101302,Engineer,3,2,24,Yes,12,2,4,Married,Yes
44,Male,44768,HR,5,4,7,Yes,8,5,4,Single,No
52,Male,51145,Sales,1,1,22,Yes,24,3,2,Divorced,Yes
32,Female,100622,Technician,2,2,14,No,16,3,4,Divorced,Yes
31,Female,51442,Manager,1,1,0,No,32,2,1,Divorced,Yes
24,Female,106948,Sales,1,3,18,Yes,34,3,3,Single,Yes
35,Female,50596,Technician,2,1,24,No,35,2,4,Single,Yes
37,Female,100791,Engineer,4,2,14,No,32,2,3,Married,No
31,Female,67406,HR,1,2,8,No,17,4,1,Divorced,Yes
50,Male,65524,HR,1,4,4,Yes,2,1,2,Single,Yes
31,Female,48332,Technician,1,2,15,Yes,26,5,4,Married,Yes
33,Male,40764,Sales,4,3,27,No,17,5,3,Single,No
51,Male,52563,Manager,3,1,12,No,38,1,2,Single,No
22,Male,112675,Engineer,5,4,15,No,2,5,2,Single,No
26,Female,61370,Technician,5,4,21,Yes,8,3,4,Married,No
41,Male,30062,Engineer,4,2,10,No,6,3,3,Single,No
29,Female,69645,HR,1,3,12,No,9,5,4,Single,No
33,Female,32244,Manager,5,4,5,Yes,1,4,1,Single,No
22,Male,31372,Engineer,4,3,25,No,5,5,2,Divorced,No
41,Female,110501,Technician,2,3,19,No,39,2,3,Single,No
49,Male,89471,Manager,5,1,16,Yes,9,2,4,Divorced,Yes
58,Male,41956,Sales,2,1,4,No,14,1,2,Single,Yes
58,Female,65473,Technician,1,1,28,No,27,3,4,Divorced,Yes
33,Male,38894,Engineer,5,3,16,No,9,4,3,Single,No
58,Male,94586,Manager,4,1,0,No,36,5,1,Divorced,Yes
49,Male,41709,Technician,3,4,26,Yes,29,2,1,Divorced,Yes
36,Female,106258,Manager,5,4,4,Yes,20,3,1,Divorced,Yes
27,Male,40210,Manager,5,2,4,Yes,15,3,4,Single,No
41,Female,74510,Manager,5,3,6,No,36,4,2,Married,No
35,Female,63674,Engineer,5,1,15,Yes,3,4,1,Divorced,Yes
23,Male,42733,Technician,4,4,17,Yes,23,4,1,Divorced,Yes
30,Male,45080,HR,4,3,5,No,9,4,1,Divorced,No
58,Female,78412,HR,3,3,1,Yes,30,2,1,Divorced,Yes
41,Female,83971,Engineer,4,1,12,No,19,4,3,Divorced,No
47,Male,64709,Engineer,4,3,9,No,38,3,3,Married,No
50,Male,84846,Manager,1,1,20,No,3,3,2,Single,Yes
22,Female,90480,Technician,1,1,19,Yes,3,5,3,Married,Yes
56,Female,77960,Technician,2,1,10,Yes,34,3,3,Single,Yes
27,Female,66152,Sales,3,3,25,No,2,3,3,Married,No
58,Female,52250,Sales,1,3,20,Yes,27,2,4,Single,Yes
26,Female,110765,HR,3,1,1,No,23,3,3,Divorced,Yes
54,Male,73137,Sales,3,3,7,Yes,32,1,4,Single,No
35,Female,107011,Sales,5,1,23,Yes,35,3,4,Single,No
33,Female,71412,HR,3,2,21,Yes,18,5,3,Divorced,No
41,Male,68876,HR,5,3,18,Yes,27,5,4,Divorced,No
45,Male,119547,Sales,2,3,19,Yes,11,4,1,Single,Yes
55,Female,98664,Technician,2,2,16,No,39,2,2,Single,Yes
46,Female,75227,Sales,2,2,15,Yes,19,5,3,Divorced,Yes
50,Male,57450,Manager,5,2,24,Yes,25,1,3,Married,No
52,Female,109433,Manager,5,1,9,Yes,7,1,2,Divorced,Yes
44,Female,98704,Manager,2,1,4,Yes,31,4,3,Single,Yes
59,Male,31861,Engineer,5,4,13,Yes,2,2,3,Single,No
41,Female,86914,Manager,4,2,23,No,38,2,2,Single,No
44,Male,88888,Technician,4,4,18,No,5,3,4,Divorced,No
37,Male,104286,Engineer,5,1,3,No,14,1,1,Divorced,Yes
29,Male,86293,Engineer,5,3,19,Yes,18,1,4,Married,No
42,Male,107524,Manager,1,2,15,Yes,36,1,1,Single,Yes
22,Female,93515,Sales,1,3,23,No,4,1,2,Single,No
29,Male,48524,HR,3,1,14,No,24,5,4,Divorced,No
50,Female,32065,Sales,3,2,27,No,13,2,4,Single,No
53,Female,62684,Sales,3,4,8,No,21,3,1,Married,No
59,Female,113720,Engineer,2,4,2,Yes,33,5,1,Divorced,Yes
26,Female,58365,Engineer,4,1,22,No,20,2,1,Single,No
43,Female,83876,Engineer,2,3,8,Yes,5,4,1,Divorced,Yes
55,Male,48704,Technician,5,1,17,No,24,1,3,Divorced,No
22,Male,82857,Technician,1,3,3,Yes,35,3,2,Married,Yes
47,Male,30622,HR,5,1,18,Yes,30,2,1,Divorced,Yes
31,Male,108797,Engineer,5,4,23,Yes,28,4,4,Single,No
51,Female,118955,Manager,1,3,3,No,7,1,4,Married,No
39,Male,116141,Engineer,5,1,8,Yes,35,4,4,Divorced,Yes
38,Female,119707,Technician,3,2,0,Yes,30,4,1,Single,Yes
47,Female,112700,Engineer,1,4,0,No,34,5,2,Divorced,Yes
29,Male,104332,Technician,5,4,19,No,39,4,3,Divorced,No
33,Male,91201,Engineer,3,2,18,No,9,5,1,Married,No
48,Male,57694,Manager,3,1,2,No,12,5,1,Married,No
29,Male,114766,HR,4,3,9,No,29,4,3,Married,No
46,Female,47995,Manager,3,4,11,No,10,2,2,Married,No
25,Female,117320,Technician,2,1,17,Yes,27,4,1,Single,Yes
54,Male,105141,Sales,1,2,13,Yes,19,4,4,Divorced,Yes
22,Female,107999,Manager,1,3,9,No,13,2,4,Married,No
40,Female,33419,Engineer,1,1,9,No,37,1,1,Single,Yes
52,Female,72952,HR,5,1,17,Yes,32,3,2,Married,Yes
37,Male,58837,Engineer,5,4,23,Yes,15,1,4,Divorced,No
35,Female,95799,Engineer,2,4,0,Yes,21,4,4,Married,Yes
26,Male,73877,Manager,3,3,29,No,3,1,3,Divorced,No
