Engine_CC,Mileage,Horsepower,Age,Brand,Fuel_Type,Transmission,Condition,Price
1883,12.5,248,17,Honda,Diesel,Automatic,5.0,752544
3314,9.4,299,3,BMW,Petrol,Manual,10.0,2187193
3134,24.5,255,14,Audi,Petrol,Manual,10.0,1340534
2340,13.1,224,3,Hyundai,Petrol,Manual,6.0,934321
2753,17.5,330,13,Tata,Petrol,Manual,4.0,740410
3192,8.9,67,15,Audi,CNG,Automatic,6.0,1311022
1441,22.0,97,18,Honda,Petrol,Automatic,5.0,616417
3229,14.6,173,14,Toyota,Diesel,Manual,10.0,1031658
1489,22.9,115,3,Suzuki,Petrol,Manual,5.0,495706
2076,16.2,197,19,Hyundai,Petrol,Automatic,7.0,425662
2750,11.9,161,8,BMW,Petrol,Manual,4.0,1372392
1879,18.3,236,4,Suzuki,Petrol,Manual,8.0,830290
2286,10.6,228,4,Honda,Petrol,Manual,,753252
1256,16.8,345,19,Audi,Petrol,Manual,10.0,940889
1782,14.3,320,11,Tata,Petrol,Automatic,9.0,919158
2930,26.2,282,1,Kia,Petrol,Manual,6.0,1048971
1922,9.2,258,8,Toyota,Diesel,Manual,6.0,772745
948,21.9,270,15,Audi,Petrol,Manual,5.0,802667
2152,11.7,346,1,BMW,Petrol,Automatic,9.0,1842529
1979,14.4,239,7,Hyundai,Petrol,Manual,5.0,989343
989,16.3,309,20,BMW,Petrol,Automatic,9.0,978149
1682,26.2,290,20,Audi,Petrol,Automatic,5.0,1156080
3110,12.9,82,11,Audi,Petrol,Manual,8.0,1280550
1199,9.8,107,14,Suzuki,Petrol,Manual,,628661
1408,14.4,168,16,BMW,Diesel,Manual,7.0,920978
2595,10.1,65,14,BMW,Petrol,Automatic,8.0,1328502
2438,10.6,97,12,BMW,Petrol,Automatic,9.0,1181526
2375,19.5,228,17,Toyota,Petrol,Manual,5.0,404035
2948,9.2,342,14,Tata,Petrol,Manual,9.0,965122
2182,8.6,262,10,Audi,Petrol,Manual,7.0,1068684
2203,22.3,332,14,Honda,Diesel,Automatic,7.0,1097286
1619,15.2,303,18,Toyota,Diesel,Manual,10.0,984271
1619,10.5,106,9,Toyota,Petrol,Manual,4.0,714615
1219,13.1,308,17,Toyota,CNG,Manual,,494440
923,20.8,138,6,Suzuki,Petrol,Manual,6.0,274508
1221,13.5,169,8,Kia,Diesel,Manual,6.0,740791
2308,17.9,72,13,Tata,Diesel,Manual,4.0,765230
2397,10.4,149,18,Tata,Diesel,Manual,5.0,486533
1567,19.8,339,5,Honda,Petrol,Manual,,849344
2844,14.3,280,6,Kia,Petrol,Automatic,5.0,952964
3330,20.5,132,19,BMW,Petrol,Manual,8.0,1343851
3366,24.2,293,4,Suzuki,Petrol,Manual,,1115975
3002,20.2,319,7,Audi,Petrol,Manual,7.0,1461936
2939,13.9,172,4,Kia,Petrol,Manual,7.0,667587
2349,13.1,105,11,Hyundai,Petrol,Manual,7.0,1047495
3302,14.5,333,12,Suzuki,Diesel,Automatic,7.0,1048589
2564,11.3,102,14,Hyundai,Petrol,Manual,6.0,691695
2844,11.6,267,13,Audi,Diesel,Manual,10.0,1547569
3445,23.8,162,10,Honda,Petrol,Manual,7.0,1051109
1309,15.7,183,18,Tata,Diesel,Manual,7.0,660897
2006,16.7,69,16,Hyundai,Petrol,Manual,7.0,587367
1185,19.9,246,5,Toyota,Petrol,Automatic,5.0,1125186
2397,19.8,90,8,Suzuki,Diesel,Manual,9.0,682340
3252,9.3,215,14,Kia,Petrol,Manual,7.0,777157
3093,24.6,119,5,Kia,Petrol,Automatic,4.0,940979
1541,11.5,308,8,Hyundai,Petrol,Manual,7.0,883042
3497,22.5,329,6,Audi,Petrol,Manual,7.0,1820195
2711,23.5,276,16,Tata,Petrol,Manual,,532539
2246,22.3,61,4,Toyota,Petrol,Manual,9.0,878664
1700,19.6,83,12,Kia,Diesel,Manual,7.0,548433
2912,8.3,265,11,Hyundai,Diesel,Automatic,9.0,1109991
3060,15.2,258,3,Tata,Petrol,Automatic,5.0,1042747
2809,20.1,173,12,Audi,Diesel,Automatic,,1478173
1041,15.7,339,5,Honda,Petrol,Manual,9.0,775301
3340,25.3,214,6,Audi,Petrol,Automatic,9.0,1520353
3185,14.2,224,19,Honda,Petrol,Manual,7.0,1111130
2820,13.9,281,18,Kia,Diesel,Manual,10.0,980134
972,13.3,150,16,Tata,Petrol,Manual,7.0,418525
1471,14.7,226,11,Tata,Diesel,Manual,7.0,583315
963,19.1,266,5,Toyota,Petrol,Automatic,6.0,444999
1264,22.1,341,9,Audi,CNG,Manual,10.0,1126088
1296,21.3,124,3,BMW,Diesel,Automatic,8.0,1674115
1499,24.2,63,8,Kia,Petrol,Manual,6.0,688506
3242,25.7,216,6,Suzuki,Diesel,Manual,6.0,995253
1502,24.3,308,4,BMW,Petrol,Manual,6.0,1470040
2740,8.4,316,12,Kia,Petrol,Manual,10.0,1121981
3155,22.7,294,12,BMW,Petrol,Automatic,5.0,1713220
2591,12.2,133,16,BMW,Petrol,Manual,8.0,1351174
982,10.7,246,10,Suzuki,Diesel,Automatic,5.0,612080
1428,20.8,121,14,BMW,Petrol,Manual,,797996
3357,14.4,223,13,Honda,Petrol,Manual,8.0,847389
2531,9.1,115,9,Audi,Petrol,Manual,5.0,1005114
1345,10.8,170,7,Tata,Petrol,Automatic,10.0,881090
2387,8.0,277,12,Toyota,Petrol,Manual,8.0,782932
1423,26.1,299,5,BMW,Diesel,Manual,9.0,1490247
1393,8.5,80,18,Tata,CNG,Manual,9.0,505413
1543,12.2,200,4,BMW,Petrol,Manual,7.0,1395703
2568,16.3,324,2,Kia,Petrol,Manual,6.0,1122598
2259,15.1,198,3,Toyota,Petrol,Manual,9.0,1051412
2748,26.2,129,12,Kia,Diesel,Manual,,666779
3401,8.8,177,3,Toyota,Petrol,Manual,5.0,1033667
2868,18.2,257,4,BMW,Petrol,Manual,8.0,1764157
3401,21.6,264,6,Honda,Diesel,Manual,4.0,1035439
3244,26.6,273,12,Tata,Petrol,Manual,,673517
3472,20.4,115,19,Toyota,Petrol,Manual,5.0,604575
904,24.1,346,10,Audi,Diesel,Manual,10.0,1712157
3039,9.7,234,1,Tata,Petrol,Manual,,889066
816,15.7,187,17,Audi,Petrol,Manual,4.0,854169
1192,15.5,347,16,Tata,Petrol,Manual,4.0,482496
1224,25.7,285,9,Honda,Petrol,Manual,7.0,933760
2976,11.0,123,9,Kia,Petrol,Manual,5.0,879393
1371,11.0,107,9,Suzuki,CNG,Manual,10.0,660170
2876,14.6,261,12,Kia,Petrol,Automatic,6.0,996137
1920,9.1,119,9,Hyundai,Diesel,Manual,,963187
1041,11.6,316,15,Honda,Petrol,Manual,5.0,719061
3079,27.3,124,2,BMW,Petrol,Manual,6.0,1830283
1588,16.6,298,11,Hyundai,Petrol,Manual,,517905
1514,20.6,348,11,BMW,Petrol,Manual,8.0,1445046
1558,22.5,97,8,Audi,Petrol,Automatic,5.0,1141814
1575,15.3,84,6,Toyota,Petrol,Manual,8.0,571827
3047,10.9,118,20,Tata,Petrol,Automatic,7.0,768209
878,12.1,217,7,BMW,Petrol,Manual,6.0,886925
1655,14.3,116,3,Audi,CNG,Automatic,4.0,1042468
3314,20.7,107,8,Honda,Petrol,Automatic,6.0,760689
3428,16.0,115,18,BMW,Petrol,Manual,7.0,1483641
2239,8.1,124,17,Kia,Petrol,Manual,6.0,523097
3296,18.5,327,11,Audi,Petrol,Manual,8.0,1977211
2934,26.4,128,2,Toyota,Diesel,Automatic,5.0,1289692
2948,24.2,275,19,Tata,Petrol,Manual,4.0,718591
1831,24.5,148,7,BMW,Petrol,Manual,8.0,1189831
1644,23.9,340,18,Suzuki,Petrol,Manual,9.0,469744
886,14.5,316,8,Audi,Diesel,Manual,5.0,1314272
2890,23.3,219,14,BMW,Petrol,Automatic,4.0,1457627
1207,10.9,293,7,Toyota,Petrol,Manual,7.0,610678
2468,21.2,190,4,Tata,Petrol,Manual,6.0,557703
947,20.8,108,17,BMW,Petrol,Manual,4.0,474746
3124,8.5,206,5,BMW,Petrol,Manual,10.0,2054119
1031,23.8,61,12,Tata,Diesel,Automatic,9.0,920392
2750,26.1,204,9,Suzuki,Diesel,Automatic,7.0,957658
1165,13.3,120,20,Audi,Petrol,Manual,5.0,631196
2474,24.2,332,13,Hyundai,Petrol,Manual,10.0,878150
1235,9.6,108,18,Kia,Petrol,Automatic,,352947
1198,20.0,190,20,Tata,Petrol,Manual,7.0,638298
2034,17.7,102,9,BMW,Petrol,Manual,,1452530
2214,18.9,116,4,Hyundai,Petrol,Manual,,661918
3346,26.5,109,8,Honda,CNG,Manual,10.0,903000
3387,25.4,237,1,BMW,Petrol,Manual,8.0,1835732
1362,23.7,105,17,Hyundai,CNG,Automatic,6.0,403821
3289,13.5,229,9,Honda,Petrol,Manual,7.0,1218785
2084,26.2,330,20,Suzuki,Petrol,Manual,10.0,460187
1572,10.0,198,13,Audi,Petrol,Manual,8.0,1151238
3197,25.1,306,2,BMW,Diesel,Automatic,9.0,2602300
2837,14.6,207,13,Audi,Petrol,Manual,9.0,1360335
3367,9.1,289,9,Honda,Diesel,Manual,5.0,1303693
2143,21.4,339,20,Audi,Diesel,Manual,10.0,1418401
2985,12.6,184,6,Audi,Diesel,Automatic,10.0,2199953
2373,12.9,251,1,Tata,Diesel,Manual,4.0,684069
1791,14.1,139,5,Toyota,Diesel,Manual,10.0,883098
3215,9.3,153,3,Honda,Diesel,Manual,6.0,1137278
2046,11.5,285,4,Audi,Petrol,Manual,5.0,1021677
1159,8.1,124,1,Kia,Diesel,Automatic,7.0,707718
1720,16.9,147,14,Hyundai,Diesel,Manual,10.0,610865
3176,9.7,147,9,Honda,Petrol,Manual,6.0,1071281
3310,21.7,260,4,Toyota,CNG,Manual,10.0,946689
1762,12.7,273,18,BMW,Petrol,Manual,8.0,1033770
2627,26.9,263,14,Suzuki,Petrol,Manual,6.0,798693
2413,25.4,148,4,Audi,Petrol,Automatic,8.0,1368741
2440,13.8,120,10,Hyundai,Petrol,Manual,5.0,383258
3016,23.7,330,3,Toyota,Diesel,Manual,10.0,1274425
1016,24.1,153,7,Honda,CNG,Automatic,4.0,421139
1177,27.7,86,10,Suzuki,Diesel,Manual,9.0,338186
918,20.0,273,13,Suzuki,CNG,Manual,6.0,549788
989,9.6,133,4,Kia,Petrol,Manual,4.0,700676
1169,20.9,120,18,Audi,Petrol,Automatic,4.0,831572
2601,20.5,245,11,Toyota,Petrol,Manual,9.0,1092373
2996,20.8,90,4,Toyota,Diesel,Manual,6.0,1166415
1451,14.1,278,14,Hyundai,Petrol,Manual,10.0,424604
2682,25.2,71,18,BMW,CNG,Manual,6.0,950526
2311,27.2,91,8,BMW,Diesel,Manual,4.0,1159088
1569,12.4,219,10,Tata,CNG,Manual,7.0,466105
3221,9.8,296,5,BMW,Petrol,Manual,7.0,1906418
1580,11.9,286,7,Tata,Petrol,Manual,6.0,459083
2516,24.4,240,12,Suzuki,Diesel,Automatic,4.0,546488
3007,21.5,105,3,Suzuki,Diesel,Manual,4.0,885145
3198,20.7,139,4,Kia,Petrol,Manual,,966777
2111,16.0,194,10,Honda,CNG,Manual,4.0,703113
2049,19.6,319,4,Suzuki,Diesel,Manual,9.0,798890
1322,14.2,306,15,Suzuki,Petrol,Manual,7.0,687880
1321,17.5,218,10,Toyota,Petrol,Manual,5.0,765532
1582,23.9,262,16,Honda,Petrol,Manual,,721759
3120,27.6,171,15,Toyota,Petrol,Manual,,638941
1735,26.6,178,19,Hyundai,Diesel,Manual,10.0,607614
3030,26.7,76,20,Tata,Petrol,Manual,7.0,676722
2488,16.0,286,19,Tata,Diesel,Manual,9.0,975889
1287,17.4,176,18,Hyundai,Diesel,Manual,8.0,534918
2650,22.1,102,12,Tata,Petrol,Manual,6.0,587221
1645,26.4,174,16,Honda,Petrol,Automatic,8.0,732745
2971,10.8,342,1,Honda,Petrol,Automatic,6.0,1441391
3261,14.1,96,16,Suzuki,Petrol,Manual,7.0,533902
2803,10.8,172,2,Tata,Petrol,Manual,7.0,428054
2548,20.2,94,15,Hyundai,CNG,Manual,8.0,778858
1485,14.1,191,7,Audi,Petrol,Manual,9.0,1506718
2960,14.5,287,1,BMW,Petrol,Automatic,10.0,2167648
2969,9.4,206,5,Suzuki,Petrol,Manual,6.0,641343
2367,15.0,181,10,BMW,Petrol,Manual,6.0,1276046
2045,25.2,140,4,Hyundai,Petrol,Automatic,5.0,833787
838,12.7,232,14,Tata,Diesel,Manual,,712384
3344,21.9,213,13,Tata,Petrol,Manual,9.0,839189
1579,20.6,209,1,BMW,CNG,Manual,9.0,1242522
2056,25.3,117,16,Audi,Petrol,Manual,5.0,680577
2996,10.6,122,9,Tata,Diesel,Manual,7.0,951027
2727,27.6,215,16,Audi,Diesel,Automatic,8.0,1669339
1101,19.7,227,19,Toyota,Petrol,Manual,9.0,739740
3085,27.9,225,15,Honda,Petrol,Manual,6.0,729059
1446,26.2,144,14,BMW,Petrol,Automatic,5.0,1299628
1462,12.4,196,20,Tata,Diesel,Manual,8.0,276662
3083,9.1,248,10,Audi,Diesel,Manual,,1757294
2559,13.1,61,12,Kia,Petrol,Manual,8.0,371892
3050,18.6,165,1,Kia,Petrol,Manual,9.0,864150
1055,11.4,131,17,Tata,Diesel,Manual,,693639
1397,11.3,185,9,Honda,CNG,Automatic,6.0,867408
1461,17.3,229,19,Honda,Diesel,Manual,8.0,618712
1034,8.7,264,18,Toyota,Diesel,Manual,10.0,635989
2168,10.4,254,7,Honda,Petrol,Manual,6.0,937577
3381,16.3,217,9,Honda,Diesel,Automatic,9.0,1452107
1569,9.3,200,12,Suzuki,Diesel,Manual,,814040
3388,15.9,334,7,Kia,Diesel,Automatic,10.0,1310174
1012,17.5,66,14,Hyundai,Petrol,Manual,8.0,224946
1262,17.0,113,15,Kia,Petrol,Automatic,10.0,641486
3283,25.4,163,15,Kia,Petrol,Automatic,9.0,846394
1082,18.6,120,6,Tata,Petrol,Automatic,8.0,477382
2286,17.4,146,14,Kia,Petrol,Manual,10.0,746070
2230,16.2,317,2,Toyota,Diesel,Manual,5.0,1071673
887,24.4,237,8,Toyota,Petrol,Manual,10.0,808100
1867,25.9,301,13,BMW,Petrol,Manual,6.0,1136435
1260,25.1,262,6,Honda,Diesel,Automatic,6.0,1101878
3125,21.5,90,5,BMW,Diesel,Manual,8.0,1485930
3268,10.7,348,5,Suzuki,Petrol,Manual,9.0,865129
2524,13.5,139,1,Kia,Petrol,Manual,,824892
2176,8.9,70,9,Audi,CNG,Manual,7.0,1250677
1314,26.6,313,6,Honda,Diesel,Manual,6.0,1071255
1502,21.2,346,20,Audi,Petrol,Manual,10.0,1309826
2453,22.9,235,7,Kia,Petrol,Automatic,7.0,1172708
2866,14.2,185,9,Hyundai,Petrol,Manual,10.0,1463185
822,24.9,106,5,Suzuki,Diesel,Manual,8.0,585378
3260,13.2,265,14,Honda,Petrol,Manual,7.0,1197000
1853,8.0,166,5,BMW,Petrol,Automatic,9.0,1777176
2630,15.5,334,8,BMW,Petrol,Manual,10.0,1920694
2955,19.4,182,7,Honda,Diesel,Manual,9.0,1397678
2104,17.6,193,13,Tata,Petrol,Manual,10.0,632579
1934,25.2,166,13,BMW,Petrol,Manual,7.0,1052501
2983,10.1,109,8,Kia,CNG,Manual,9.0,794163
1161,19.1,154,11,Kia,Petrol,Automatic,6.0,590110
2976,18.3,327,18,Tata,Petrol,Manual,,815916
2699,13.6,82,19,Honda,Diesel,Manual,7.0,951262
2084,24.4,113,6,Toyota,Petrol,Manual,10.0,772285
1314,23.1,313,2,BMW,Diesel,Manual,6.0,1569047
1248,22.7,294,13,Tata,Petrol,Manual,10.0,698376
2723,25.5,118,11,Honda,Petrol,Automatic,7.0,907914
2306,22.5,223,1,Honda,CNG,Manual,10.0,704294
2047,12.6,318,2,Tata,Petrol,Manual,6.0,780083
2655,22.1,275,17,BMW,Diesel,Manual,9.0,1650574
1673,14.2,242,8,Toyota,Petrol,Automatic,9.0,1197600
3320,12.8,116,2,BMW,Petrol,Manual,8.0,1525647
2228,9.5,204,6,Honda,Diesel,Manual,10.0,920092
3149,22.9,149,5,Toyota,Petrol,Manual,9.0,1016128
3078,22.2,104,16,Kia,Petrol,Automatic,5.0,413689
2554,12.7,316,8,Audi,Petrol,Manual,6.0,1432535
1722,23.0,80,19,Hyundai,Petrol,Manual,6.0,200000
2959,26.4,80,16,BMW,Diesel,Automatic,7.0,1650980
1836,10.2,111,13,Suzuki,Diesel,Manual,8.0,476640
2216,12.7,230,20,Honda,Diesel,Manual,4.0,946926
3347,23.0,126,7,Toyota,Diesel,Manual,9.0,1249905
3445,13.5,172,16,Tata,Petrol,Manual,4.0,580639
3081,20.5,219,16,Kia,Petrol,Manual,5.0,562876
3449,9.6,325,12,Tata,Diesel,Automatic,8.0,1146375
1113,17.0,291,14,Tata,Petrol,Automatic,6.0,636372
3413,22.8,127,18,Toyota,Petrol,Automatic,4.0,859953
3056,21.7,87,18,Audi,CNG,Manual,5.0,777757
2797,24.3,175,16,BMW,Petrol,Manual,8.0,1394441
1837,25.5,110,20,Suzuki,Petrol,Manual,5.0,422020
2456,23.5,240,16,Kia,Petrol,Manual,9.0,692910
3434,21.4,319,13,Tata,Diesel,Manual,4.0,802950
2578,8.6,138,9,Toyota,Petrol,Manual,7.0,796673
1814,18.7,332,9,Tata,Petrol,Manual,7.0,644998
1893,8.8,167,13,Audi,CNG,Manual,8.0,1003816
1924,24.2,133,4,Honda,Diesel,Automatic,5.0,1022674
1497,14.4,234,9,Tata,Diesel,Manual,6.0,743209
2979,19.2,243,15,Audi,Petrol,Manual,4.0,1499612
2204,13.6,82,14,BMW,Petrol,Manual,7.0,1028237
1955,23.7,333,19,Kia,Petrol,Manual,7.0,823839
1843,25.7,188,12,Kia,Petrol,Manual,5.0,642148
2729,16.0,350,6,Tata,Petrol,Manual,7.0,893819
3383,25.3,245,3,Audi,Petrol,Manual,10.0,1806753
1813,13.3,118,20,Toyota,Petrol,Manual,,512917
1026,18.7,60,16,Toyota,Diesel,Automatic,4.0,502231
2628,25.2,190,20,Hyundai,Diesel,Manual,5.0,530344
2292,14.5,126,17,Audi,Petrol,Manual,7.0,770601
1621,27.1,344,16,Honda,Petrol,Manual,5.0,840090
2823,10.4,148,6,Tata,Petrol,Manual,7.0,924130
1670,8.4,159,8,Suzuki,Petrol,Automatic,9.0,849179
3252,26.1,248,19,Suzuki,Petrol,Manual,8.0,724876
3049,9.4,300,2,BMW,Petrol,Manual,7.0,1987407
2885,27.8,329,14,Hyundai,Diesel,Manual,10.0,1163261
2595,27.0,278,12,Audi,Diesel,Automatic,10.0,1987574
987,10.7,235,17,Honda,Diesel,Manual,10.0,598557
1880,18.8,292,15,Hyundai,Diesel,Automatic,,756997
1740,11.7,210,18,Toyota,Diesel,Manual,7.0,631354
3120,16.6,336,16,BMW,Diesel,Automatic,7.0,1964492
3430,9.2,288,13,Tata,Petrol,Automatic,8.0,981266
3363,12.5,230,17,Tata,Petrol,Manual,9.0,512040
1325,15.3,282,8,Tata,Diesel,Manual,6.0,995971
1135,16.8,272,1,Audi,Petrol,Manual,7.0,1317873
1878,27.5,341,3,Suzuki,Diesel,Manual,6.0,905431
3347,24.2,100,16,Honda,CNG,Manual,4.0,847571
3383,22.7,181,2,Tata,Diesel,Manual,9.0,712492
961,18.7,286,15,Tata,Petrol,Manual,5.0,435077
1393,24.8,147,1,Toyota,Petrol,Manual,6.0,718928
2738,14.8,326,9,Kia,Diesel,Manual,10.0,1023109
3006,22.2,88,16,Hyundai,CNG,Manual,9.0,625100
859,27.9,306,4,Tata,Petrol,Manual,4.0,865853
2701,14.3,303,12,BMW,Diesel,Automatic,9.0,2123837
3058,21.5,120,1,Hyundai,Diesel,Automatic,5.0,1294248
1205,24.9,206,1,Suzuki,Petrol,Automatic,,784301
1463,26.3,233,7,Hyundai,Diesel,Manual,7.0,613389
1932,22.4,337,18,Honda,Petrol,Manual,10.0,549671
1899,13.7,201,15,Toyota,Petrol,Manual,7.0,459001
1341,14.5,103,13,Audi,Petrol,Manual,8.0,955083
2137,8.4,203,16,Honda,Diesel,Manual,8.0,844270
1797,23.2,114,7,Suzuki,Diesel,Manual,8.0,640923
1940,8.9,220,16,BMW,Petrol,Automatic,10.0,1379947
1667,25.3,344,13,Suzuki,Diesel,Manual,8.0,1050782
2866,10.4,257,14,Suzuki,Diesel,Manual,4.0,612451
1231,11.4,218,17,Hyundai,Diesel,Automatic,10.0,923398
1539,17.5,139,12,BMW,Petrol,Manual,9.0,1109320
2173,22.8,90,20,Honda,Petrol,Manual,4.0,485773
982,10.8,171,13,Suzuki,Petrol,Manual,7.0,647411
2960,16.8,105,20,Honda,Diesel,Automatic,5.0,1033748
2006,17.7,264,15,Tata,Petrol,Manual,8.0,635784
3328,12.2,111,4,Tata,CNG,Manual,9.0,915936
1969,10.3,197,2,Tata,Diesel,Manual,5.0,877761
1630,24.7,133,18,Audi,Diesel,Manual,10.0,1027091
2451,18.0,100,2,Hyundai,Diesel,Manual,,959396
1936,8.3,136,15,Honda,Petrol,Manual,4.0,495914
1275,24.1,246,19,Tata,Diesel,Manual,8.0,520213
2126,27.6,111,15,Tata,Petrol,Manual,10.0,515318
1770,20.1,146,20,BMW,Diesel,Manual,4.0,982943
1819,18.1,168,10,Suzuki,Diesel,Manual,4.0,582323
1941,25.6,284,20,Tata,Diesel,Manual,6.0,428497
2636,27.1,307,11,Audi,Diesel,Manual,9.0,1560216
960,23.1,128,10,BMW,Petrol,Manual,4.0,357200
3248,16.9,179,5,Hyundai,Petrol,Manual,7.0,890261
997,19.8,126,9,Kia,Diesel,Manual,10.0,670640
2083,22.0,120,20,Kia,Petrol,Automatic,4.0,490133
1459,11.9,250,19,Audi,Petrol,Automatic,8.0,1417492
2575,16.9,248,13,Audi,Petrol,Manual,10.0,1502250
1870,24.6,210,18,Audi,Petrol,Automatic,10.0,1329008
2810,21.1,345,17,Suzuki,Petrol,Manual,7.0,488494
1198,16.2,155,6,Kia,Diesel,Automatic,4.0,677308
2533,21.3,322,10,Tata,Diesel,Manual,7.0,836056
2382,10.4,156,2,Toyota,Petrol,Manual,4.0,744971
2925,16.0,172,6,Audi,CNG,Manual,9.0,1256405
2971,23.9,184,13,BMW,Petrol,Manual,7.0,1107167
874,12.4,191,18,Kia,Petrol,Manual,5.0,219102
2984,11.7,180,7,BMW,Diesel,Manual,6.0,1794769
1401,27.0,256,2,Hyundai,Diesel,Manual,7.0,900737
1636,12.2,181,14,Honda,Petrol,Automatic,,709631
2328,13.2,341,5,Honda,CNG,Manual,6.0,950932
1299,27.4,319,18,Toyota,CNG,Manual,6.0,745724
2396,22.7,98,11,Suzuki,Petrol,Automatic,4.0,620151
937,22.0,113,10,Tata,Petrol,Manual,7.0,566354
2897,25.1,220,11,Suzuki,Diesel,Automatic,9.0,846529
2594,10.3,348,2,Tata,Petrol,Manual,10.0,936559
1772,22.1,259,15,Audi,Petrol,Manual,6.0,1128839
2442,18.1,335,7,Kia,Diesel,Manual,8.0,1313487
2685,24.6,75,9,Tata,Petrol,Manual,9.0,921171
3101,18.2,232,5,Kia,Petrol,Manual,9.0,1070044
2828,20.4,307,7,Toyota,Petrol,Manual,8.0,1077351
2700,17.6,277,20,Hyundai,Diesel,Manual,10.0,1094659
3410,17.6,146,2,Hyundai,Petrol,Manual,8.0,1144211
2249,23.4,141,3,Honda,Petrol,Manual,4.0,501177
1346,20.6,121,2,Hyundai,Petrol,Manual,5.0,521281
1721,20.7,346,19,Audi,Petrol,Automatic,10.0,1452397
1380,17.0,101,4,BMW,CNG,Manual,7.0,779932
2172,18.6,71,20,Hyundai,CNG,Automatic,6.0,362158
2756,22.9,293,7,Toyota,Petrol,Manual,7.0,904464
2803,24.5,190,7,Audi,Diesel,Automatic,9.0,1854251
2896,21.9,174,17,Hyundai,Diesel,Manual,6.0,730469
1503,26.5,277,19,Suzuki,Diesel,Manual,10.0,583014
3108,24.4,196,16,Tata,Petrol,Manual,4.0,776028
3203,19.2,165,3,Hyundai,Petrol,Manual,7.0,937514
2425,21.4,238,15,Suzuki,Diesel,Manual,4.0,590458
1437,26.5,75,14,Audi,Petrol,Manual,4.0,508547
1809,20.4,301,15,Hyundai,Petrol,Manual,,879915
1440,24.5,285,14,Suzuki,Diesel,Manual,7.0,540349
3459,21.8,301,7,BMW,CNG,Manual,7.0,1471493
2661,19.0,200,3,Kia,Petrol,Manual,10.0,985783
2005,12.8,258,17,Honda,Diesel,Manual,10.0,788927
1485,16.5,171,10,Audi,Petrol,Automatic,6.0,1105348
2651,27.4,186,15,Suzuki,Diesel,Manual,,729016
987,21.2,80,6,Toyota,Petrol,Manual,9.0,600951
2419,19.3,206,17,Kia,Petrol,Manual,10.0,1066171
2487,26.7,148,17,Hyundai,Petrol,Manual,8.0,658140
1784,19.7,262,14,Suzuki,Petrol,Manual,4.0,644222
1347,18.5,144,18,Kia,Petrol,Manual,9.0,215335
2231,23.2,226,5,Tata,Petrol,Automatic,5.0,734982
1675,22.3,131,8,Kia,Diesel,Manual,10.0,610977
1417,11.9,68,7,Suzuki,Petrol,Manual,10.0,435084
3261,17.4,340,4,Suzuki,Diesel,Manual,6.0,1095514
2165,17.5,317,18,Tata,Petrol,Manual,10.0,880802
2043,15.6,334,5,Honda,Diesel,Manual,6.0,1163072
1702,18.3,297,16,Kia,Petrol,Manual,8.0,647693
962,16.3,79,14,Tata,Petrol,Manual,8.0,332387
2774,12.0,292,19,Tata,Petrol,Manual,10.0,931295
1069,16.2,280,14,Kia,Petrol,Manual,,913868
1431,9.4,76,9,Toyota,Diesel,Automatic,6.0,774200
1705,19.5,148,6,Tata,Diesel,Manual,6.0,843405
2814,25.1,255,17,Toyota,Petrol,Manual,5.0,824948
2441,22.5,143,19,BMW,Petrol,Manual,4.0,1049451
1004,15.2,146,12,Kia,Petrol,Manual,4.0,283997
1381,9.7,213,4,Tata,Petrol,Automatic,9.0,779224
2379,12.0,287,16,Honda,Diesel,Automatic,8.0,1162137
1640,18.9,323,11,Tata,Petrol,Manual,9.0,932136
2636,12.1,282,4,Suzuki,Petrol,Manual,4.0,673662
2051,18.9,180,17,Audi,Petrol,Manual,10.0,807944
2519,12.6,232,8,Honda,Petrol,Automatic,5.0,970802
2442,25.0,63,14,Tata,Petrol,Manual,10.0,768962
3443,15.9,187,2,Honda,Petrol,Automatic,10.0,1156079
3097,12.9,169,11,Kia,Petrol,Manual,4.0,567852
1674,24.2,96,11,Toyota,Petrol,Manual,9.0,693925
2264,14.9,130,6,BMW,Petrol,Automatic,7.0,1529370
3043,10.2,348,14,BMW,Diesel,Automatic,10.0,2269306
1489,19.4,90,10,Kia,Petrol,Manual,10.0,435670
2810,19.6,327,8,Kia,Petrol,Automatic,7.0,1029953
3486,22.3,70,7,Honda,Petrol,Automatic,5.0,1220310
2222,12.8,91,8,Kia,Petrol,Automatic,8.0,628411
2801,16.9,116,8,Honda,Petrol,Automatic,6.0,1212710
1471,13.6,225,2,Kia,Diesel,Manual,4.0,641479
1971,9.6,247,16,Tata,Diesel,Manual,9.0,857151
2295,25.5,78,9,Kia,Petrol,Automatic,8.0,724963
1743,22.6,175,13,Hyundai,Diesel,Manual,9.0,581162
3046,14.0,243,12,Suzuki,Petrol,Manual,8.0,701193
2249,20.0,329,17,Toyota,Petrol,Manual,4.0,826527
3339,12.0,92,2,Suzuki,CNG,Automatic,6.0,825473
1695,25.8,69,13,Audi,Diesel,Manual,4.0,1027409
2989,10.3,139,1,Audi,CNG,Manual,6.0,1590417
2136,8.1,251,19,BMW,Petrol,Manual,9.0,1041271
964,18.0,249,11,Toyota,Petrol,Manual,5.0,438427
3161,19.7,127,5,Suzuki,Petrol,Manual,6.0,564843
